"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"12-Mar-2025","EQ","1,258.00","1,263.00","1,244.00","1,247.30","1,255.95","1,257.05","1,252.97","3,217.60","1,156.00","1,19,77,555","15,00,75,14,668.90","1,61,536"
"11-Mar-2025","EQ","1,240.00","1,249.50","1,229.75","1,238.40","1,247.25","1,247.30","1,241.71","3,217.60","1,156.00","1,00,89,838","12,52,86,23,904.20","1,55,065"
"10-Mar-2025","EQ","1,245.00","1,258.00","1,235.40","1,249.80","1,237.70","1,238.40","1,245.85","3,217.60","1,156.00","1,19,31,051","14,86,43,40,065.65","2,88,299"
"07-Mar-2025","EQ","1,216.00","1,254.80","1,212.00","1,209.60","1,246.40","1,249.80","1,243.95","3,217.60","1,156.00","1,64,74,965","20,49,40,65,096.80","4,24,924"
"06-Mar-2025","EQ","1,197.00","1,213.95","1,185.15","1,175.60","1,211.50","1,209.60","1,199.05","3,217.60","1,156.00","1,44,68,014","17,34,79,17,723.20","2,50,467"
"05-Mar-2025","EQ","1,161.00","1,183.00","1,157.00","1,161.90","1,177.15","1,175.60","1,173.40","3,217.60","1,156.00","86,64,095","10,16,64,51,492.55","1,96,774"
"04-Mar-2025","EQ","1,162.20","1,174.00","1,159.55","1,171.25","1,160.45","1,161.90","1,164.92","3,217.60","1,156.00","1,13,77,373","13,25,37,11,939.15","2,75,459"
"03-Mar-2025","EQ","1,204.00","1,206.45","1,156.00","1,200.10","1,174.00","1,171.25","1,168.57","3,217.60","1,156.00","1,79,44,938","20,96,99,45,818.55","6,82,013"
"28-Feb-2025","EQ","1,202.00","1,217.35","1,193.30","1,207.10","1,198.00","1,200.10","1,205.62","3,217.60","1,193.30","2,30,07,298","27,73,81,25,737.60","3,55,378"
"27-Feb-2025","EQ","1,212.80","1,215.00","1,200.65","1,204.00","1,208.00","1,207.10","1,206.31","3,217.60","1,193.35","1,15,09,215","13,88,36,37,029.45","2,36,188"
"25-Feb-2025","EQ","1,211.00","1,221.00","1,201.50","1,214.55","1,202.00","1,204.00","1,209.60","3,217.60","1,193.35","1,15,52,182","13,97,34,92,939.80","2,13,192"
"24-Feb-2025","EQ","1,216.55","1,223.25","1,210.50","1,228.15","1,215.00","1,214.55","1,215.90","3,217.60","1,193.35","71,72,498","8,72,10,21,715.35","2,00,264"
"21-Feb-2025","EQ","1,228.70","1,240.00","1,222.15","1,233.00","1,226.90","1,228.15","1,231.37","3,217.60","1,193.35","69,04,025","8,50,13,82,497.70","2,13,824"
"20-Feb-2025","EQ","1,223.95","1,239.35","1,222.00","1,227.45","1,232.00","1,233.00","1,233.94","3,217.60","1,193.35","77,95,582","9,61,92,77,166.50","1,62,561"
"19-Feb-2025","EQ","1,219.50","1,232.75","1,217.55","1,225.40","1,226.30","1,227.45","1,226.67","3,217.60","1,193.35","62,17,338","7,62,66,01,753.25","1,78,165"
"18-Feb-2025","EQ","1,224.85","1,229.90","1,216.10","1,224.90","1,223.95","1,225.40","1,223.94","3,217.60","1,193.35","66,73,250","8,16,76,61,853.95","1,81,273"
"17-Feb-2025","EQ","1,211.10","1,227.50","1,204.50","1,217.25","1,225.45","1,224.90","1,219.62","3,217.60","1,193.35","81,66,683","9,96,02,41,446.85","2,20,670"
"14-Feb-2025","EQ","1,219.00","1,224.00","1,205.45","1,216.10","1,214.75","1,217.25","1,215.10","3,217.60","1,193.35","1,02,98,145","12,51,32,77,266.75","2,02,314"
"13-Feb-2025","EQ","1,217.05","1,228.00","1,212.00","1,216.55","1,216.20","1,216.10","1,219.60","3,217.60","1,193.35","85,11,216","10,38,02,76,762.25","2,66,249"
"12-Feb-2025","EQ","1,219.45","1,226.90","1,193.35","1,234.85","1,217.05","1,216.55","1,211.39","3,217.60","1,193.35","2,11,31,654","25,59,86,19,531.25","4,04,276"
"11-Feb-2025","EQ","1,264.55","1,264.55","1,230.10","1,253.65","1,237.55","1,234.85","1,244.26","3,217.60","1,201.50","88,59,714","11,02,37,57,522.95","2,40,683"
"10-Feb-2025","EQ","1,264.50","1,266.50","1,245.55","1,266.70","1,254.65","1,253.65","1,251.52","3,217.60","1,201.50","69,70,972","8,72,42,86,360.55","1,73,316"
"07-Feb-2025","EQ","1,276.15","1,283.70","1,262.00","1,281.55","1,266.50","1,266.70","1,270.98","3,217.60","1,201.50","87,64,283","11,13,92,40,963.05","1,74,531"
"06-Feb-2025","EQ","1,273.70","1,288.00","1,270.35","1,278.20","1,283.00","1,281.55","1,279.27","3,217.60","1,201.50","99,56,001","12,73,63,85,821.45","2,17,888"
"05-Feb-2025","EQ","1,282.65","1,290.50","1,276.70","1,285.20","1,278.50","1,278.20","1,281.97","3,217.60","1,201.50","1,01,12,028","12,96,33,36,513.05","2,19,550"
"04-Feb-2025","EQ","1,248.05","1,288.80","1,246.60","1,245.90","1,282.90","1,285.20","1,273.65","3,217.60","1,201.50","1,66,91,069","21,25,84,96,964.75","3,23,415"
"03-Feb-2025","EQ","1,251.00","1,256.00","1,237.55","1,264.60","1,247.00","1,245.90","1,247.14","3,217.60","1,201.50","92,52,345","11,53,89,63,041.00","2,68,425"
"01-Feb-2025","EQ","1,265.10","1,270.55","1,241.00","1,265.10","1,264.00","1,264.60","1,260.42","3,217.60","1,201.50","71,18,453","8,97,22,48,877.35","1,43,258"
"31-Jan-2025","EQ","1,255.85","1,267.00","1,249.00","1,253.05","1,266.00","1,265.10","1,261.32","3,217.60","1,201.50","65,84,612","8,30,52,91,978.45","1,69,481"
"30-Jan-2025","EQ","1,235.55","1,257.00","1,232.40","1,235.50","1,253.15","1,253.05","1,249.15","3,217.60","1,201.50","92,69,259","11,57,86,93,152.95","2,27,871"
"29-Jan-2025","EQ","1,236.00","1,242.75","1,228.05","1,234.40","1,237.25","1,235.50","1,236.66","3,217.60","1,201.50","59,28,156","7,33,11,19,895.80","1,67,073"
"28-Jan-2025","EQ","1,238.00","1,244.75","1,218.50","1,229.35","1,235.00","1,234.40","1,232.65","3,217.60","1,201.50","1,05,68,025","13,02,66,73,067.35","2,86,863"
"27-Jan-2025","EQ","1,239.10","1,240.45","1,220.00","1,246.30","1,229.00","1,229.35","1,229.35","3,217.60","1,201.50","95,36,019","11,72,31,27,883.65","3,68,025"
"24-Jan-2025","EQ","1,266.00","1,273.00","1,243.50","1,263.65","1,244.45","1,246.30","1,252.27","3,217.60","1,201.50","1,42,35,970","17,82,72,72,395.00","2,63,461"
"23-Jan-2025","EQ","1,270.00","1,277.35","1,261.60","1,277.10","1,264.90","1,263.65","1,267.52","3,217.60","1,201.50","87,20,682","11,05,36,24,692.80","1,88,421"
"22-Jan-2025","EQ","1,278.30","1,282.90","1,268.70","1,273.70","1,278.00","1,277.10","1,276.09","3,217.60","1,201.50","1,02,73,590","13,11,00,04,094.65","2,39,816"
"21-Jan-2025","EQ","1,310.50","1,313.00","1,270.20","1,305.45","1,277.60","1,273.70","1,284.79","3,217.60","1,201.50","1,45,62,976","18,71,03,66,859.10","3,25,783"
"20-Jan-2025","EQ","1,316.00","1,316.00","1,300.25","1,302.35","1,304.00","1,305.45","1,307.82","3,217.60","1,201.50","1,40,40,244","18,36,20,47,246.70","2,80,553"
"17-Jan-2025","EQ","1,322.25","1,326.00","1,285.00","1,266.45","1,300.00","1,302.35","1,300.80","3,217.60","1,201.50","2,93,66,277","38,19,97,28,794.40","5,94,018"
"16-Jan-2025","EQ","1,258.90","1,275.00","1,251.30","1,252.20","1,275.00","1,266.45","1,262.86","3,217.60","1,201.50","1,41,17,603","17,82,84,86,685.90","2,07,451"
"15-Jan-2025","EQ","1,244.95","1,257.00","1,241.85","1,238.75","1,252.00","1,252.20","1,250.11","3,217.60","1,201.50","95,78,856","11,97,46,00,753.05","2,20,174"
"14-Jan-2025","EQ","1,244.10","1,253.35","1,227.25","1,239.85","1,239.00","1,238.75","1,236.46","3,217.60","1,201.50","1,30,95,266","16,19,17,65,836.20","2,78,977"
"13-Jan-2025","EQ","1,230.00","1,245.25","1,226.40","1,241.90","1,240.75","1,239.85","1,238.10","3,217.60","1,201.50","1,37,64,861","17,04,22,74,859.85","3,98,257"
"10-Jan-2025","EQ","1,253.85","1,256.75","1,236.00","1,254.75","1,245.55","1,241.90","1,245.97","3,217.60","1,201.50","81,20,332","10,11,76,85,547.70","3,40,024"
"09-Jan-2025","EQ","1,267.00","1,269.75","1,248.05","1,265.50","1,256.80","1,254.75","1,257.46","3,217.60","1,201.50","1,27,94,704","16,08,88,82,554.20","3,90,501"
"08-Jan-2025","EQ","1,249.00","1,271.05","1,245.35","1,240.85","1,261.35","1,265.50","1,263.24","3,217.60","1,201.50","1,93,46,579","24,43,93,45,120.55","5,31,488"
"07-Jan-2025","EQ","1,222.00","1,244.50","1,221.25","1,218.00","1,239.95","1,240.85","1,237.63","3,217.60","1,201.50","1,00,70,505","12,46,35,97,633.45","2,16,620"
"06-Jan-2025","EQ","1,253.95","1,262.00","1,215.00","1,251.15","1,216.25","1,218.00","1,235.67","3,217.60","1,201.50","1,48,16,766","18,30,86,52,263.95","3,17,843"
"03-Jan-2025","EQ","1,243.90","1,262.05","1,235.50","1,241.80","1,249.85","1,251.15","1,250.34","3,217.60","1,201.50","1,55,21,102","19,40,67,15,598.75","2,77,290"
"02-Jan-2025","EQ","1,221.25","1,244.45","1,220.00","1,221.25","1,240.55","1,241.80","1,234.32","3,217.60","1,201.50","1,54,86,276","19,11,50,27,208.35","2,71,108"
"01-Jan-2025","EQ","1,214.85","1,226.30","1,211.60","1,215.45","1,222.75","1,221.25","1,221.01","3,217.60","1,201.50","58,92,590","7,19,48,99,836.45","1,38,528"
"31-Dec-2024","EQ","1,208.00","1,219.10","1,206.15","1,210.70","1,216.40","1,215.45","1,213.08","3,217.60","1,201.50","64,05,475","7,77,03,38,353.90","1,80,916"
"30-Dec-2024","EQ","1,216.40","1,223.20","1,208.10","1,221.05","1,211.50","1,210.70","1,214.71","3,217.60","1,201.50","88,18,766","10,71,22,29,377.50","3,08,317"
"27-Dec-2024","EQ","1,218.30","1,227.90","1,217.00","1,216.55","1,221.50","1,221.05","1,223.20","3,217.60","1,201.50","70,00,397","8,56,28,95,530.20","1,74,882"
"26-Dec-2024","EQ","1,224.25","1,227.70","1,214.25","1,222.75","1,217.00","1,216.55","1,219.74","3,217.60","1,201.50","1,00,16,178","12,21,71,76,986.80","2,56,436"
"24-Dec-2024","EQ","1,222.30","1,233.55","1,221.00","1,222.30","1,224.20","1,222.75","1,227.14","3,217.60","1,201.50","67,34,917","8,26,46,75,853.25","2,07,746"
"23-Dec-2024","EQ","1,215.00","1,227.20","1,213.20","1,205.30","1,223.85","1,222.30","1,219.77","3,217.60","1,201.50","1,00,52,824","12,26,20,91,651.05","2,58,756"
"20-Dec-2024","EQ","1,224.00","1,239.50","1,201.50","1,230.45","1,206.00","1,205.30","1,215.95","3,217.60","1,201.50","2,03,12,896","24,69,94,97,247.50","4,99,900"
"19-Dec-2024","EQ","1,239.00","1,244.90","1,229.00","1,253.25","1,230.50","1,230.45","1,235.73","3,217.60","1,217.25","1,42,44,653","17,60,25,40,036.00","5,03,893"
"18-Dec-2024","EQ","1,240.65","1,259.95","1,240.65","1,245.30","1,254.35","1,253.25","1,252.58","3,217.60","1,217.25","1,26,70,179","15,87,03,98,087.10","2,66,155"
"17-Dec-2024","EQ","1,261.05","1,263.90","1,242.80","1,268.30","1,244.70","1,245.30","1,249.22","3,217.60","1,217.25","1,74,62,791","21,81,47,94,516.85","4,81,698"
"16-Dec-2024","EQ","1,275.00","1,281.00","1,266.55","1,272.85","1,268.40","1,268.30","1,271.94","3,217.60","1,217.25","94,86,781","12,06,66,29,924.30","2,24,571"
"13-Dec-2024","EQ","1,260.00","1,275.20","1,239.60","1,262.90","1,274.45","1,272.85","1,257.50","3,217.60","1,217.25","2,86,30,222","36,00,26,21,429.30","4,82,467"
"12-Dec-2024","EQ","1,270.00","1,278.20","1,260.60","1,278.20","1,261.30","1,262.90","1,265.58","3,217.60","1,217.25","2,09,06,813","26,45,91,66,488.55","3,63,205"
"11-Dec-2024","EQ","1,285.00","1,290.00","1,276.05","1,284.85","1,279.00","1,278.20","1,282.33","3,217.60","1,217.25","1,17,24,373","15,03,44,57,832.65","2,72,365"
"10-Dec-2024","EQ","1,289.25","1,294.90","1,280.20","1,295.15","1,285.95","1,284.85","1,286.46","3,217.60","1,217.25","1,60,43,729","20,63,95,94,557.20","4,56,341"
"09-Dec-2024","EQ","1,303.00","1,315.00","1,293.10","1,311.55","1,296.40","1,295.15","1,304.10","3,217.60","1,217.25","1,46,50,002","19,10,51,10,924.90","2,02,850"
"06-Dec-2024","EQ","1,323.90","1,323.90","1,310.00","1,322.05","1,311.60","1,311.55","1,314.49","3,217.60","1,217.25","90,37,514","11,87,97,01,933.90","1,93,736"
"05-Dec-2024","EQ","1,314.35","1,329.95","1,306.15","1,308.95","1,320.90","1,322.05","1,319.78","3,217.60","1,217.25","1,68,58,723","22,24,98,86,629.55","3,09,667"
"04-Dec-2024","EQ","1,326.00","1,328.40","1,304.05","1,323.30","1,309.50","1,308.95","1,310.74","3,217.60","1,217.25","1,96,08,540","25,70,17,43,568.80","2,50,873"
"03-Dec-2024","EQ","1,317.00","1,326.80","1,307.00","1,309.15","1,325.05","1,323.30","1,320.68","3,217.60","1,217.25","1,68,69,482","22,27,92,47,257.55","3,49,204"
"02-Dec-2024","EQ","1,288.00","1,311.35","1,277.05","1,292.20","1,310.60","1,309.15","1,298.60","3,217.60","1,217.25","1,10,24,152","14,31,59,72,962.55","2,72,825"
"29-Nov-2024","EQ","1,280.00","1,299.50","1,275.25","1,270.80","1,291.50","1,292.20","1,290.83","3,217.60","1,217.25","1,32,02,307","17,04,19,75,591.70","2,80,529"
"28-Nov-2024","EQ","1,289.95","1,296.60","1,269.05","1,293.20","1,272.75","1,270.80","1,280.74","3,217.60","1,217.25","1,50,27,412","19,24,61,53,609.30","3,11,959"
"27-Nov-2024","EQ","1,293.50","1,303.85","1,286.00","1,295.70","1,293.40","1,293.20","1,293.84","3,217.60","1,217.25","95,72,746","12,38,56,14,506.45","1,96,614"
"26-Nov-2024","EQ","1,294.95","1,297.85","1,284.20","1,287.00","1,295.60","1,295.70","1,292.03","3,217.60","1,217.25","92,47,557","11,94,81,33,607.60","2,18,738"
"25-Nov-2024","EQ","1,290.00","1,304.45","1,282.45","1,265.40","1,290.95","1,287.00","1,291.52","3,217.60","1,217.25","2,89,23,341","37,35,50,89,803.05","3,90,544"
"22-Nov-2024","EQ","1,229.40","1,268.85","1,222.45","1,223.00","1,264.00","1,265.40","1,247.09","3,217.60","1,217.25","2,04,71,957","25,53,04,60,769.30","3,23,219"
"21-Nov-2024","EQ","1,241.65","1,243.95","1,217.25","1,241.65","1,220.45","1,223.00","1,224.92","3,217.60","1,217.25","1,94,33,843","23,80,49,02,094.90","5,53,410"
"19-Nov-2024","EQ","1,260.75","1,281.50","1,235.15","1,260.75","1,237.40","1,241.65","1,265.50","3,217.60","1,235.15","1,41,83,746","17,94,94,63,404.35","3,55,649"
"18-Nov-2024","EQ","1,267.60","1,272.90","1,243.90","1,267.60","1,259.15","1,260.75","1,258.64","3,217.60","1,243.90","1,36,20,611","17,14,35,01,436.40","3,01,906"
"14-Nov-2024","EQ","1,253.60","1,272.60","1,251.10","1,252.05","1,266.90","1,267.60","1,263.73","3,217.60","1,249.50","1,26,12,633","15,93,89,29,092.75","3,01,253"
"13-Nov-2024","EQ","1,270.25","1,275.45","1,249.50","1,274.25","1,252.70","1,252.05","1,258.62","3,217.60","1,249.50","1,46,33,633","18,41,82,08,535.90","4,69,215"
"12-Nov-2024","EQ","1,275.55","1,289.30","1,267.50","1,272.70","1,269.50","1,274.25","1,277.82","3,217.60","1,267.00","1,06,71,091","13,63,56,94,812.30","2,99,780"
"11-Nov-2024","EQ","1,278.95","1,286.00","1,267.00","1,283.75","1,273.40","1,272.70","1,275.44","3,217.60","1,267.00","90,56,552","11,55,10,68,872.50","2,86,019"
"08-Nov-2024","EQ","1,297.65","1,301.65","1,275.00","1,305.65","1,280.20","1,283.75","1,284.01","3,217.60","1,275.00","1,98,14,406","25,44,19,00,935.60","4,77,001"
"07-Nov-2024","EQ","1,324.00","1,324.00","1,302.60","1,325.35","1,305.00","1,305.65","1,308.97","3,217.60","1,285.10","96,11,974","12,58,18,00,339.00","2,61,277"
"06-Nov-2024","EQ","1,310.00","1,328.30","1,300.20","1,305.30","1,326.00","1,325.35","1,315.57","3,217.60","1,285.10","2,16,25,209","28,44,95,04,045.35","3,49,627"
"05-Nov-2024","EQ","1,293.00","1,309.55","1,286.15","1,302.15","1,307.50","1,305.30","1,297.87","3,217.60","1,285.10","1,62,67,479","21,11,31,19,455.50","3,71,758"
"04-Nov-2024","EQ","1,337.85","1,340.00","1,285.10","1,338.65","1,298.50","1,302.15","1,301.44","3,217.60","1,285.10","1,97,96,890","25,76,44,50,096.55","5,54,958"
"01-Nov-2024","EQ","1,333.05","1,341.95","1,333.00","1,332.05","1,338.40","1,338.65","1,338.89","3,217.60","1,320.30","21,27,335","2,84,82,64,119.80","1,27,374"
"31-Oct-2024","EQ","1,340.00","1,343.00","1,326.15","1,343.90","1,332.00","1,332.05","1,334.14","3,217.60","1,320.30","93,31,650","12,44,97,44,606.90","4,14,741"
"30-Oct-2024","EQ","1,335.00","1,350.00","1,325.35","1,340.00","1,344.85","1,343.90","1,341.16","3,217.60","1,320.30","1,19,84,423","16,07,30,73,274.15","2,95,954"
"29-Oct-2024","EQ","1,328.10","1,343.20","1,320.30","1,334.35","1,340.00","1,340.00","1,331.46","3,217.60","1,320.30","1,20,08,361","15,98,86,83,034.00","4,36,915"
"28-Oct-2024","EQ","1,337.00","1,353.00","1,322.10","2,655.70","1,335.00","1,334.35","1,337.70","3,217.60","1,322.10","1,08,24,350","14,47,97,33,719.25","3,68,817"
"25-Oct-2024","EQ","2,687.00","2,688.70","2,644.00","2,679.60","2,656.30","2,655.70","2,659.80","3,217.60","2,220.30","92,98,748","24,73,28,26,126.10","3,88,238"
"24-Oct-2024","EQ","2,670.55","2,687.40","2,646.25","2,677.05","2,678.90","2,679.60","2,668.53","3,217.60","2,220.30","1,10,77,967","29,56,19,35,442.55","3,45,601"
"23-Oct-2024","EQ","2,675.00","2,714.95","2,670.00","2,686.70","2,682.35","2,677.05","2,688.32","3,217.60","2,220.30","86,07,371","23,13,93,46,660.10","3,37,356"
"22-Oct-2024","EQ","2,738.40","2,752.00","2,680.45","2,738.40","2,684.15","2,686.70","2,707.80","3,217.60","2,220.30","79,15,980","21,43,48,71,569.75","3,63,161"
"21-Oct-2024","EQ","2,734.25","2,748.00","2,715.45","2,718.60","2,736.00","2,738.40","2,734.41","3,217.60","2,220.30","70,33,704","19,23,30,63,988.40","2,28,845"
"18-Oct-2024","EQ","2,704.35","2,736.85","2,682.65","2,712.85","2,717.00","2,718.60","2,713.87","3,217.60","2,220.30","60,41,226","16,39,51,16,698.50","2,95,032"
"17-Oct-2024","EQ","2,731.40","2,736.90","2,704.10","2,708.15","2,713.30","2,712.85","2,718.84","3,217.60","2,220.30","77,71,830","21,13,03,92,926.65","3,83,984"
"16-Oct-2024","EQ","2,680.00","2,728.00","2,675.25","2,688.05","2,709.40","2,708.15","2,696.84","3,217.60","2,220.30","1,00,17,219","27,01,48,52,678.00","3,56,705"
"15-Oct-2024","EQ","2,717.05","2,743.40","2,681.40","2,745.05","2,688.60","2,688.05","2,708.71","3,217.60","2,220.30","1,68,81,397","45,72,68,23,453.35","6,02,869"
"14-Oct-2024","EQ","2,758.90","2,760.15","2,736.50","2,744.20","2,745.50","2,745.05","2,746.12","3,217.60","2,220.30","61,10,716","16,78,07,32,590.05","2,33,903"
"11-Oct-2024","EQ","2,740.00","2,766.55","2,737.65","2,742.10","2,749.00","2,744.20","2,751.19","3,217.60","2,220.30","39,90,061","10,97,74,31,923.95","1,97,702"
"10-Oct-2024","EQ","2,760.05","2,772.00","2,738.85","2,749.20","2,742.50","2,742.10","2,749.69","3,217.60","2,220.30","1,11,79,323","30,73,96,75,824.55","3,64,305"
"09-Oct-2024","EQ","2,795.05","2,801.95","2,745.00","2,794.70","2,748.00","2,749.20","2,773.49","3,217.60","2,220.30","71,55,305","19,84,51,68,137.95","3,58,324"
"08-Oct-2024","EQ","2,745.95","2,802.00","2,730.20","2,741.45","2,798.95","2,794.70","2,768.60","3,217.60","2,220.30","85,10,404","23,56,19,05,588.15","3,58,981"
"07-Oct-2024","EQ","2,787.00","2,793.00","2,722.75","2,773.05","2,740.70","2,741.45","2,750.92","3,217.60","2,220.30","1,10,90,670","30,50,95,18,408.05","4,23,167"
"04-Oct-2024","EQ","2,807.85","2,834.70","2,763.55","2,813.95","2,771.50","2,773.05","2,796.15","3,217.60","2,220.30","1,85,36,438","51,83,07,08,670.55","5,34,690"
"03-Oct-2024","EQ","2,873.15","2,898.80","2,804.15","2,929.65","2,813.95","2,813.95","2,846.93","3,217.60","2,220.30","1,88,78,647","53,74,62,34,225.65","6,89,559"
"01-Oct-2024","EQ","2,961.30","2,975.90","2,925.65","2,953.15","2,927.00","2,929.65","2,938.60","3,217.60","2,220.30","82,15,821","24,14,29,92,536.60","3,30,546"
"30-Sep-2024","EQ","3,038.80","3,049.95","2,948.80","3,052.35","2,958.00","2,953.15","2,977.44","3,217.60","2,220.30","1,35,04,407","40,20,86,25,079.45","4,31,656"
"27-Sep-2024","EQ","2,998.00","3,066.95","2,984.00","2,995.90","3,047.05","3,052.35","3,024.87","3,217.60","2,220.30","1,02,98,739","31,15,23,28,126.20","3,28,612"
"26-Sep-2024","EQ","2,981.30","3,008.00","2,976.10","2,987.90","3,008.00","2,995.90","2,994.82","3,217.60","2,220.30","94,09,499","28,17,97,60,605.20","2,59,792"
"25-Sep-2024","EQ","2,967.80","2,993.00","2,960.40","2,978.75","2,988.05","2,987.90","2,976.46","3,217.60","2,220.30","35,34,501","10,52,02,89,097.25","1,54,120"
"24-Sep-2024","EQ","2,977.00","3,001.00","2,975.75","2,986.75","2,980.50","2,978.75","2,986.14","3,217.60","2,220.30","85,68,722","25,58,74,44,695.30","2,01,586"
"23-Sep-2024","EQ","2,982.00","3,003.00","2,977.90","2,971.85","2,985.00","2,986.75","2,990.93","3,217.60","2,220.30","44,16,157","13,20,84,20,985.10","1,46,805"
"20-Sep-2024","EQ","2,948.00","2,990.00","2,942.75","2,939.35","2,972.10","2,971.85","2,970.54","3,217.60","2,220.30","1,54,48,660","45,89,08,94,255.50","3,79,677"
"19-Sep-2024","EQ","2,932.50","2,953.00","2,911.10","2,926.90","2,940.00","2,939.35","2,934.14","3,217.60","2,220.30","84,77,951","24,87,55,02,062.25","2,59,931"
"18-Sep-2024","EQ","2,940.00","2,964.00","2,921.10","2,944.60","2,923.00","2,926.90","2,939.96","3,217.60","2,220.30","42,87,357","12,60,46,50,688.95","1,79,852"
"17-Sep-2024","EQ","2,948.00","2,954.95","2,933.25","2,942.70","2,945.00","2,944.60","2,943.09","3,217.60","2,220.30","29,67,664","8,73,41,02,749.70","1,48,458"
"16-Sep-2024","EQ","2,955.10","2,961.80","2,929.50","2,945.25","2,944.35","2,942.70","2,944.45","3,217.60","2,220.30","27,40,887","8,07,04,08,899.55","1,27,429"
"13-Sep-2024","EQ","2,952.80","2,966.30","2,939.00","2,959.60","2,946.50","2,945.25","2,951.65","3,217.60","2,220.30","43,55,664","12,85,63,98,757.55","1,33,244"
"12-Sep-2024","EQ","2,914.00","2,972.00","2,891.75","2,903.00","2,953.00","2,959.60","2,930.24","3,217.60","2,220.30","1,11,74,688","32,74,44,74,466.75","3,65,694"
"11-Sep-2024","EQ","2,926.10","2,937.50","2,895.10","2,923.05","2,904.45","2,903.00","2,917.10","3,217.60","2,220.30","48,80,101","14,23,57,32,813.00","2,54,431"
"10-Sep-2024","EQ","2,921.00","2,944.10","2,915.15","2,924.90","2,924.00","2,923.05","2,928.75","3,217.60","2,220.30","53,84,130","15,76,87,77,163.00","1,86,858"
"09-Sep-2024","EQ","2,933.00","2,939.85","2,911.20","2,929.65","2,927.00","2,924.90","2,923.84","3,217.60","2,220.30","45,05,149","13,17,23,42,172.80","1,79,506"
"06-Sep-2024","EQ","2,985.00","2,994.00","2,923.25","2,985.95","2,930.95","2,929.65","2,938.97","3,217.60","2,220.30","96,97,114","28,49,94,95,837.10","4,47,718"
"05-Sep-2024","EQ","3,038.10","3,051.55","2,974.10","3,029.10","2,991.00","2,985.95","3,007.10","3,217.60","2,220.30","81,32,084","24,45,39,50,049.65","3,43,225"
"04-Sep-2024","EQ","3,001.40","3,035.00","2,999.00","3,018.25","3,031.95","3,029.10","3,023.30","3,217.60","2,220.30","59,91,652","18,11,45,82,555.90","2,52,191"
"03-Sep-2024","EQ","3,042.50","3,046.00","3,015.00","3,032.50","3,018.90","3,018.25","3,026.09","3,217.60","2,220.30","54,61,900","16,52,81,93,207.35","2,26,578"
"02-Sep-2024","EQ","3,021.75","3,053.60","3,013.25","3,019.25","3,034.40","3,032.50","3,034.10","3,217.60","2,220.30","56,20,426","17,05,29,33,370.55","2,80,541"
"30-Aug-2024","EQ","3,068.00","3,079.45","3,006.65","3,041.85","3,024.95","3,019.25","3,026.71","3,217.60","2,220.30","2,08,10,365","62,98,70,09,675.80","5,99,570"
"29-Aug-2024","EQ","3,006.20","3,074.00","2,988.00","2,996.60","3,042.90","3,041.85","3,038.57","3,217.60","2,220.30","1,91,67,679","58,24,23,37,590.95","5,70,843"
